Ano;Municípios; Homicídio  Doloso;Total de vítimas de Homicidio Doloso; Latrocínio; Furtos;Abigeato*;Furto de Veículo ; Roubos; Roubo de Veículo; Estelionato; Delitos Relacionados à Armas e Munições; Entorpecentes - Posse; Entorpecentes - Tráfico;Vítimas de Latrocínio;
2020;MORRO REUTER;0;0;0;25;0;5;1;1;23;4;11;1;0;0
2020;MOSTARDAS;6;6;0;154;51;1;4;4;41;13;4;2;0;0
2020;MUCUM;1;1;0;17;0;2;1;2;14;1;16;6;0;0
2020;MUITOS CAPOES;0;0;0;25;8;2;2;0;7;7;0;0;0;0
2020;MULITERNO;0;0;0;7;2;1;0;0;6;0;0;0;0;0
2020;NAO-ME-TOQUE;0;0;0;50;3;9;24;4;79;10;14;34;0;0
2020;NICOLAU VERGUEIRO;0;0;0;12;7;1;0;0;5;3;2;1;0;0
2020;NONOAI;9;9;0;51;6;4;3;3;34;5;21;5;0;0
2020;NOVA ALVORADA;1;1;0;32;8;1;39;0;27;1;2;0;0;0
2020;NOVA ARACA;0;0;0;15;0;2;2;0;8;2;2;1;0;0
2020;NOVA BASSANO;1;1;0;43;0;4;3;1;24;4;12;2;0;0
2020;NOVA BOA VISTA;0;0;0;8;3;0;0;0;7;0;0;0;0;0
2020;NOVA BRESCIA;0;0;0;19;3;0;0;0;10;0;4;0;0;0
2020;NOVA CANDELARIA;0;0;0;3;1;0;0;0;4;0;0;0;0;0
2020;NOVA ESPERANCA DO SUL;0;0;0;11;3;0;0;0;12;3;4;1;0;0
2020;NOVA HARTZ;3;3;0;78;4;8;14;7;151;3;33;8;0;0
2020;NOVA PADUA;0;0;0;8;0;1;0;2;7;1;1;0;0;0
2020;NOVA PALMA;2;2;0;51;26;0;2;0;21;0;2;1;0;0
2020;NOVA PETROPOLIS;1;1;0;83;1;4;7;0;123;5;32;24;0;0
2020;NOVA PRATA;4;4;0;88;4;7;7;0;118;9;54;32;0;0
2020;NOVA RAMADA;0;0;0;14;5;0;0;0;1;1;0;0;0;0
2020;NOVA ROMA DO SUL;0;0;0;13;1;0;1;0;13;2;2;0;0;0
2020;NOVA SANTA RITA;3;4;0;154;12;30;45;12;205;15;35;15;0;0
2020;NOVO BARREIRO;0;0;0;14;2;2;4;1;3;3;0;1;0;0
2020;NOVO CABRAIS;0;0;0;23;2;2;1;0;14;1;3;0;0;0
2020;NOVO HAMBURGO;28;29;0;2371;16;371;1245;436;1428;117;376;336;0;1
2020;NOVO MACHADO;0;0;0;9;5;1;1;0;5;8;0;2;0;0
2020;NOVO TIRADENTES;0;0;0;7;2;0;1;0;3;1;1;1;0;0
2020;NOVO XINGU;0;0;0;7;2;0;0;0;2;3;0;0;0;0
2020;OSORIO;10;10;0;535;14;42;84;17;309;25;119;197;0;0
2020;PAIM FILHO;2;2;0;20;6;1;0;0;9;2;0;1;0;0
2020;PALMARES DO SUL;4;4;0;165;27;6;33;7;37;7;20;17;0;0
2020;PALMEIRA DAS MISSOES;4;5;0;256;13;13;29;4;167;30;33;14;0;0
2020;PALMITINHO;1;1;0;27;1;4;2;0;16;3;8;2;0;0
2020;PANAMBI;3;3;0;184;14;21;28;5;238;20;18;27;0;0
2020;PANTANO GRANDE;1;1;0;59;11;0;9;3;33;5;26;7;0;0
2020;PARAI;3;3;0;25;4;1;1;0;24;3;6;4;0;0
2020;PARAISO DO SUL;0;0;0;39;4;3;1;1;3;2;1;1;0;0
2020;PARECI NOVO;0;0;0;21;1;2;2;0;13;1;1;1;0;0
2020;PAROBE;7;8;1;301;8;62;109;37;171;36;55;46;1;0
2020;PASSA SETE;1;1;0;54;21;0;2;1;6;1;0;1;0;0
2020;PASSO DO SOBRADO;0;0;0;59;15;2;4;0;9;1;0;0;0;0
2020;PASSO FUNDO;27;29;2;1644;14;194;572;53;1287;154;301;332;2;0
2020;PAULO BENTO;1;1;0;8;1;0;0;0;0;1;3;0;0;0
2020;PAVERAMA;0;0;0;35;9;4;6;3;18;2;7;8;0;0
2020;PEDRAS ALTAS;0;0;0;59;37;0;1;0;2;2;0;0;0;0
2020;PEDRO OSORIO;0;0;0;59;11;1;5;0;14;7;13;2;0;0
2020;PEJUCARA;0;0;0;31;7;2;3;1;10;3;1;1;0;0
2020;PELOTAS;26;29;1;2311;44;214;1296;89;1943;162;210;463;1;0
2020;PICADA CAFE;0;0;0;7;0;0;1;0;30;0;8;0;0;0
2020;PINHAL;1;1;0;10;3;0;0;0;8;2;1;0;0;0
2020;PINHAL DA SERRA;0;0;0;15;5;1;0;0;4;6;0;2;0;0
2020;PINHAL GRANDE;0;0;0;21;11;3;1;0;4;1;0;1;0;0
2020;PINHEIRINHO DO VALE;1;1;0;16;0;1;2;0;4;4;4;2;0;0
2020;PINHEIRO MACHADO;1;1;0;94;42;3;7;0;43;6;6;16;0;0
2020;PINTO BANDEIRA;0;0;0;11;4;1;0;0;12;1;1;0;0;0
2020;PIRAPO;0;0;0;17;12;0;0;0;1;3;0;0;0;0
2020;PIRATINI;5;6;0;162;55;14;18;2;39;15;22;9;0;0
2020;PLANALTO;6;6;0;33;5;1;3;0;12;6;17;7;0;0
2020;POCO DAS ANTAS;0;0;0;4;0;1;1;0;9;0;1;0;0;0
2020;PONTAO;0;0;0;25;2;1;2;1;12;11;0;1;0;0
2020;PONTE PRETA;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020;PORTAO;3;3;1;199;11;43;119;40;253;9;24;24;1;1
2020;PORTO ALEGRE;253;273;9;17522;37;1875;19471;3339;14840;654;1421;2428;9;5
2020;PORTO LUCENA;1;1;0;20;1;1;0;1;5;1;1;0;0;0
2020;PORTO MAUA;0;0;0;19;3;0;0;0;3;1;1;1;0;0
2020;PORTO VERA CRUZ;0;0;0;10;6;0;2;0;2;0;0;2;0;0
2020;PORTO XAVIER;1;1;0;70;7;8;4;0;21;13;20;10;0;0
2020;POUSO NOVO;0;0;0;25;5;0;3;2;3;1;1;0;0;0
2020;PRESIDENTE LUCENA;0;0;0;7;0;1;0;0;10;0;2;1;0;0
2020;PROGRESSO;1;1;0;18;6;1;1;0;5;6;6;5;0;0
2020;PROTASIO ALVES;0;0;0;4;0;2;0;0;3;2;1;0;0;0
2020;PUTINGA;0;0;0;9;1;0;1;0;9;7;1;1;0;1
2020;QUARAI;4;4;0;232;40;12;21;0;51;14;26;18;0;0
2020;QUATRO IRMAOS;0;0;0;3;0;0;0;0;1;1;1;0;0;0
2020;QUEVEDOS;1;1;0;25;16;0;5;0;3;3;0;0;0;0
2020;QUINZE DE NOVEMBRO;0;0;0;25;2;0;0;0;5;1;1;1;0;0
2020;REDENTORA;1;1;0;27;2;7;2;5;10;20;3;5;0;0
2020;RELVADO;0;0;0;21;2;1;0;0;2;0;0;0;0;0
2020;RESTINGA SECA;3;3;0;105;16;6;16;0;46;16;10;10;0;0
2020;RIO DOS INDIOS;0;0;0;22;6;0;0;1;4;0;0;0;0;0
2020;RIO GRANDE;34;34;4;2046;83;139;1365;64;1065;120;175;387;4;1
2020;RIO PARDO;18;18;0;244;37;13;23;1;129;16;46;77;0;0
2020;RIOZINHO;0;0;0;20;0;0;1;0;9;7;1;0;0;0
2020;ROCA SALES;1;1;0;84;1;3;8;1;57;4;16;6;0;0
2020;RODEIO BONITO;3;3;0;15;2;4;1;0;22;1;17;5;0;0
2020;ROLADOR;0;0;0;7;4;0;0;0;6;2;4;2;0;0
2020;ROLANTE;3;3;0;63;4;2;9;1;68;8;15;0;0;0
2020;RONDA ALTA;0;0;0;27;1;6;1;3;31;4;2;3;0;0
2020;RONDINHA;0;0;0;32;4;0;0;1;8;1;1;0;0;0
2020;ROQUE GONZALES;0;0;0;37;12;1;0;1;6;11;14;5;0;0
2020;ROSARIO DO SUL;4;4;0;199;47;12;17;1;110;19;48;87;0;0
2020;SAGRADA FAMILIA;2;2;0;7;1;1;1;1;4;3;3;0;0;0
2020;SALDANHA MARINHO;0;0;0;13;3;3;6;3;12;2;1;1;0;0
2020;SALTO DO JACUI;0;0;2;126;7;6;10;2;211;12;14;3;2;0
2020;SALVADOR DAS MISSOES;0;0;0;9;5;2;0;0;6;3;1;1;0;0
2020;SALVADOR DO SUL;0;0;0;30;0;5;4;1;23;2;10;2;0;0
2020;SANANDUVA;1;1;0;70;3;4;9;3;63;7;9;7;0;0
2020;SANTA BARBARA DO SUL;0;0;0;68;5;8;7;4;28;20;8;4;0;0
2020;SANTA CECILIA DO SUL;0;0;0;13;5;2;0;0;6;1;3;0;0;0
2020;SANTA CLARA DO SUL;0;0;0;26;4;1;1;0;16;1;1;1;0;0
2020;SANTA CRUZ DO SUL;28;28;0;967;22;116;183;13;759;48;81;167;0;0
2020;SANTA MARGARIDA DO SUL;0;0;0;30;16;0;0;0;3;9;0;0;0;0
2020;SANTA MARIA;41;43;4;2934;68;207;770;29;1944;227;328;431;4;0
2020;SANTA MARIA DO HERVAL;1;1;0;21;0;2;1;0;16;0;0;0;0;0
2020;SANTA ROSA;3;4;1;526;11;32;27;5;358;42;163;159;1;0
2020;SANTA TEREZA;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020;SANTA VITORIA DO PALMAR;2;2;0;471;60;24;68;3;75;15;32;51;0;0
2020;SANTANA DA BOA VISTA;1;1;0;54;6;1;2;0;13;7;8;1;0;0
2020;SANTANA DO LIVRAMENTO;11;11;2;906;174;51;69;5;314;43;189;45;2;0
2020;SANTIAGO;1;2;0;299;42;4;19;0;209;33;204;110;0;1
2020;SANTO ANGELO;7;8;1;794;61;49;99;1;337;60;136;140;1;1
2020;SANTO ANTONIO DA PATRULHA;6;7;0;324;27;25;51;11;162;20;60;62;0;0
2020;SANTO ANTONIO DAS MISSOES;1;1;0;76;18;1;4;1;13;11;33;9;0;0
2020;SANTO ANTONIO DO PALMA;0;0;0;10;0;0;0;0;7;1;2;0;0;0
2020;SANTO ANTONIO DO PLANALTO;0;0;0;7;0;1;1;0;12;4;0;0;0;0
2020;SANTO AUGUSTO;1;1;0;82;10;14;3;1;32;7;23;16;0;0
2020;SANTO CRISTO;0;0;0;25;2;4;1;0;24;6;14;9;0;0
2020;SANTO EXPEDITO DO SUL;0;0;0;4;2;0;1;0;5;7;1;0;0;0
2020;SAO BORJA;7;7;0;534;83;28;60;1;256;23;40;54;0;0
2020;SAO DOMINGOS DO SUL;0;0;0;10;3;0;1;0;11;0;1;0;0;0
2020;SAO FRANCISCO DE ASSIS;0;0;0;134;31;4;3;0;77;12;27;29;0;0
2020;SAO FRANCISCO DE PAULA;2;2;0;324;64;7;19;4;93;24;18;22;0;0
2020;SAO GABRIEL;5;5;0;657;97;14;69;2;149;61;76;200;0;1
2020;SAO JERONIMO;0;0;0;200;15;11;22;1;64;10;72;47;0;0
2020;SAO JOAO DA URTIGA;0;0;0;10;6;0;1;0;8;4;0;0;0;0
2020;SAO JOAO DO POLESINE;0;0;1;16;2;0;0;0;22;2;0;1;1;0
2020;SAO JORGE;0;0;0;8;2;0;0;0;8;2;0;0;0;0
2020;SAO JOSE DAS MISSOES;0;0;0;14;2;2;0;0;3;2;0;0;0;0
2020;SAO JOSE DO HERVAL;0;0;0;25;6;1;2;0;4;4;1;0;0;0
2020;SAO JOSE DO HORTENCIO;0;0;0;17;2;0;3;0;15;0;6;1;0;0
2020;SAO JOSE DO INHACORA;0;0;0;4;1;1;0;0;4;1;0;0;0;0
2020;SAO JOSE DO NORTE;7;7;0;190;32;3;37;1;28;10;19;17;0;0
2020;SAO JOSE DO OURO;1;1;0;18;4;2;0;0;16;4;3;0;0;0
2020;SAO JOSE DO SUL;0;0;0;7;1;1;1;1;8;0;1;0;0;0
2020;SAO JOSE DOS AUSENTES;1;1;0;12;4;3;0;0;4;4;8;1;0;0
2020;SAO LEOPOLDO;42;47;1;2151;18;402;1366;383;1458;85;211;478;1;0
2020;SAO LOURENCO DO SUL;1;1;0;211;26;2;23;0;136;16;163;36;0;0
2020;SAO LUIZ GONZAGA;6;6;0;320;33;19;23;0;65;31;121;68;0;0
2020;SAO MARCOS;7;7;0;88;6;13;14;2;121;16;27;18;0;0
2020;SAO MARTINHO;0;0;0;26;0;0;2;1;7;0;5;2;0;0
2020;SAO MARTINHO DA SERRA;0;0;0;48;29;1;2;0;7;1;0;0;0;0
2020;SAO MIGUEL DAS MISSOES;1;1;0;43;18;0;2;0;15;10;1;0;0;0
2020;SAO NICOLAU;0;0;0;38;23;2;2;0;1;8;1;1;0;0
2020;SAO PAULO DAS MISSOES;0;0;0;10;3;1;0;0;10;3;0;0;0;0
2020;SAO PEDRO DA SERRA;0;0;0;8;0;1;3;0;14;2;14;1;0;0
2020;SAO PEDRO DAS MISSOES;0;0;0;11;2;0;0;0;6;6;0;0;0;0
2020;SAO PEDRO DO BUTIA;0;0;0;8;0;1;3;0;6;0;0;0;0;0
2020;SAO PEDRO DO SUL;1;1;0;217;103;0;12;2;42;20;23;13;0;0
2020;SAO SEBASTIAO DO CAI;2;2;0;167;5;24;46;2;101;12;187;43;0;0
2020;SAO SEPE;2;2;1;189;26;6;30;0;65;15;38;52;1;0
2020;SAO VALENTIM;0;0;0;6;0;0;1;0;13;2;3;1;0;0
2020;SAO VALENTIM DO SUL;1;1;0;10;2;1;0;1;7;0;3;0;0;0
2020;SAO VALERIO DO SUL;0;0;0;4;0;1;0;0;0;3;0;0;0;0
2020;SAO VENDELINO;0;0;0;3;0;1;2;2;9;0;2;0;0;0
2020;SAO VICENTE DO SUL;0;0;0;74;35;1;0;1;10;5;16;14;0;0
2020;SAPIRANGA;8;8;1;489;4;124;210;31;398;24;111;63;1;0
2020;SAPUCAIA DO SUL;22;22;0;877;14;147;760;169;731;37;199;276;0;0
2020;SARANDI;2;2;0;189;8;3;24;1;67;10;26;24;0;0
2020;SEBERI;1;1;0;35;3;3;7;0;41;14;14;19;0;0
2020;SEDE NOVA;0;0;0;5;1;0;0;0;6;4;0;0;0;0
2020;SEGREDO;1;2;1;50;20;5;5;0;6;4;0;1;1;0
2020;SELBACH;0;0;0;17;0;0;0;0;14;2;7;1;0;0
2020;SENADOR SALGADO FILHO;1;1;0;14;3;0;1;0;6;3;3;0;0;0
2020;SENTINELA DO SUL;0;0;0;55;12;4;3;4;7;4;3;2;0;0
2020;SERAFINA CORREA;1;1;0;44;1;4;5;0;60;6;44;9;0;0
2020;SERIO;0;0;0;18;3;0;1;0;3;0;1;0;0;0
2020;SERTAO;0;0;0;30;3;2;0;2;12;3;1;1;0;0
2020;SERTAO SANTANA;0;0;0;51;5;4;6;4;32;2;7;1;0;0
2020;SETE DE SETEMBRO;0;0;0;12;6;1;1;0;1;0;0;0;0;0
2020;SEVERIANO DE ALMEIDA;0;0;0;17;1;1;1;0;13;4;5;0;0;0
2020;SILVEIRA MARTINS;0;0;0;20;5;0;0;0;7;1;0;0;0;0
2020;SINIMBU;3;3;0;36;2;5;2;0;17;2;0;0;0;0
2020;SOBRADINHO;2;2;0;171;24;5;8;1;32;12;15;37;0;0
2020;SOLEDADE;6;7;0;555;98;20;31;3;83;33;65;51;0;0
2020;TABAI;0;0;0;26;3;2;3;2;7;0;1;3;0;0
2020;TAPEJARA;3;3;0;189;4;10;26;7;119;6;58;6;0;0
2020;TAPERA;0;0;0;35;0;1;5;0;29;9;10;27;0;0
2020;TAPES;6;6;0;139;15;9;13;3;48;10;26;29;0;0
2020;TAQUARA;8;8;0;393;18;52;70;43;228;22;74;64;0;0
2020;TAQUARI;3;3;0;145;17;5;8;2;127;7;83;16;0;0
2020;TAQUARUCU DO SUL;1;1;0;17;5;2;0;0;3;2;1;0;0;0
2020;TAVARES;4;5;0;43;19;4;2;1;16;3;6;4;0;0
2020;TENENTE PORTELA;1;1;0;77;13;19;11;0;52;9;12;8;0;0
2020;TERRA DE AREIA;0;0;0;97;10;7;6;3;29;4;4;18;0;1
2020;TEUTONIA;1;1;0;97;0;12;25;3;193;7;50;26;0;0
2020;TIO HUGO;0;0;0;29;5;2;1;0;7;6;2;6;0;0
2020;TIRADENTES DO SUL;1;1;0;15;5;2;4;0;7;0;2;4;0;0
2020;TOROPI;0;0;0;28;16;0;0;0;0;0;2;1;0;0
2020;TORRES;6;6;0;454;12;42;91;14;530;12;90;101;0;1
2020;TRAMANDAI;11;11;0;1520;5;129;237;16;573;25;85;137;0;0
2020;TRAVESSEIRO;0;0;0;7;0;1;1;0;2;1;0;0;0;0
2020;TRES ARROIOS;0;0;0;11;2;0;0;0;4;0;0;0;0;0
2020;TRES CACHOEIRAS;0;0;0;41;1;8;3;0;60;2;9;3;0;0
2020;TRES COROAS;1;1;0;180;6;13;14;0;57;9;41;24;0;0
2020;TRES DE MAIO;2;2;0;109;2;11;9;1;83;12;43;43;0;0
2020;TRES FORQUILHAS;0;0;0;18;7;1;2;0;6;2;1;1;0;0
2020;TRES PALMEIRAS;0;0;0;22;4;0;1;0;7;4;4;0;0;0
2020;TRES PASSOS;4;4;0;97;6;9;10;0;78;8;31;57;0;0
2020;TRINDADE DO SUL;2;2;0;46;13;4;2;2;16;6;23;5;0;0
2020;TRIUNFO;8;8;0;166;14;11;27;10;95;14;33;36;0;0
2020;TUCUNDUVA;0;0;0;32;2;2;1;0;21;4;4;5;0;0
2020;TUNAS;0;0;0;8;5;0;0;0;7;4;1;0;0;0
2020;TUPANCI DO SUL;1;1;0;10;4;0;1;0;1;2;0;0;0;0
2020;TUPANCIRETA;2;2;0;174;18;6;23;1;33;13;17;7;0;0
2020;TUPANDI;0;0;0;9;1;1;0;0;17;0;4;3;0;0
2020;TUPARENDI;0;0;0;29;4;3;2;0;19;1;1;2;0;0
2020;TURUCU;0;0;0;24;1;1;1;0;6;2;4;1;0;0
2020;UBIRETAMA;0;0;0;5;0;0;0;0;3;2;0;0;0;0
2020;UNIAO DA SERRA;0;0;0;7;2;0;1;0;0;3;0;0;0;0
2020;UNISTALDA;0;0;0;15;9;0;0;0;3;2;1;1;0;0
2020;URUGUAIANA;19;19;0;1095;77;50;420;9;656;79;186;200;0;0
2020;VACARIA;13;13;0;890;27;55;154;4;350;66;147;71;0;0
2020;VALE DO SOL;0;0;0;56;4;4;9;2;35;2;0;2;0;0
2020;VALE REAL;0;0;0;7;0;1;1;0;19;1;7;1;0;0
2020;VALE VERDE;1;3;0;23;9;2;1;3;3;1;0;0;0;0
2020;VANINI;1;1;0;4;0;0;0;0;6;0;8;1;0;0
2020;VENANCIO AIRES;12;13;1;547;26;23;81;10;229;23;69;72;1;0
2020;VERA CRUZ;2;2;0;215;10;15;19;4;105;4;12;2;0;0
2020;VERANOPOLIS;6;6;0;113;5;11;5;1;76;15;69;42;0;0
2020;VESPASIANO CORREA;0;0;0;19;0;1;1;1;3;0;0;0;0;0
2020;VIADUTOS;0;0;0;51;1;2;0;0;12;1;2;1;0;0
2020;VIAMAO;83;89;2;1352;54;174;2615;575;1182;111;92;380;2;2
2020;VICENTE DUTRA;0;0;0;30;4;2;1;1;2;7;2;6;0;0
2020;VICTOR GRAEFF;0;0;0;16;1;1;7;0;4;0;1;0;0;0
2020;VILA FLORES;0;0;0;16;2;1;4;0;3;1;2;1;0;0
2020;VILA LANGARO;0;0;0;7;2;1;1;0;5;0;0;0;0;0
2020;VILA MARIA;0;0;0;25;3;3;3;0;19;2;2;0;0;0
2020;VILA NOVA DO SUL;1;1;0;37;15;2;1;0;11;3;4;2;0;0
2020;VISTA ALEGRE;0;0;0;8;2;0;3;1;5;1;1;0;0;0
2020;VISTA ALEGRE DO PRATA;0;0;0;5;0;0;1;1;3;1;1;0;0;0
2020;VISTA GAUCHA;0;0;0;5;0;0;1;0;4;2;1;3;0;0
2020;VITORIA DAS MISSOES;0;0;0;16;5;0;0;0;1;4;0;1;0;0
2020;WESTFALIA;0;0;0;20;2;0;3;0;11;0;1;1;0;0
2020;XANGRI-LA;4;4;0;958;4;14;62;5;141;12;26;33;0;0
